"sim","source","dat","site","singletons","s0","n0","nparts","skew","shannon","simpson","skew_percentile","shannon_percentile","simpson_percentile","skew_range","simpson_range","nsamples","skew_sd","skew_mean","simpson_sd","simpson_mean"
-99,"observed","gentry","1",TRUE,10,54,"29292",0.886614665364991,2.00487265782068,0.836076817558299,44.9865951742627,57.2117962466488,56.8096514745308,4.40044499536827,0.508916323731138,3730,0.603493168165353,0.985243179735873,0.0571494568468251,0.836076817558299
-99,"observed","gentry","2",TRUE,14,47,"8551",1.09701456952722,2.14215128238467,0.844726120416478,32.8311362209667,21.217827997489,29.7237915881984,4.20066471839203,0.456315074694432,3186,0.694912638495346,1.43061366466858,0.0479235353680617,0.857470025749253
-99,"observed","gentry","3",TRUE,17,157,"2104639829",2.33352131177028,1.55795831444416,0.67994644813177,90.575,0.075,0.125,3.86835201464756,0.375674469552517,4000,0.660711018342178,2.33352131177028,0.0351775520537932,0.877863807862388
-99,"observed","gentry","4",TRUE,50,234,"908935515542",3.95740952015563,2.97703970187548,0.900613631382862,90.825,4.6,3.775,5.82681140366257,0.201475637373073,4000,0.880206184872322,3.95740952015563,0.0188227445580021,0.939232732485938
-99,"observed","gentry","5",TRUE,26,199,"141171368896",1.67010484239846,2.51431824413041,0.887654352162824,46.825,8.1,15.025,4.89525353910381,0.306002373677432,4000,0.731131356623101,1.79326548455542,0.0263441564900247,0.910624466553875
-99,"observed","gentry","6",TRUE,39,175,"9026054402",1.73102870400411,3.07811840367368,0.934269387755102,20.425,44.3,54,5.66802095088659,0.271934693877551,4000,0.843646449586115,2.43691060062908,0.0230619197799072,0.934269387755102
-99,"observed","gentry","7",TRUE,28,178,"23719720566",4.64243702393551,2.05551137292414,0.679712157555864,100,0.05,0,4.8197709857162,0.225539704582755,4000,0.728340424013559,4.64243702393551,0.0249082779498321,0.914435424820098
-99,"observed","gentry","8",TRUE,36,204,"172989373309",3.24591188112529,2.52390304470792,0.857218377547097,87.775,0.875,1.3,5.28165604026317,0.237889273356401,4000,0.81858560924691,3.24591188112529,0.0231685526975933,0.926004986063053
-99,"observed","gentry","9",TRUE,23,150,"1901740434",2.16347289101436,2.57081352211358,0.885066666666667,74.7,25.675,21.175,5.1267980594721,0.242222222222222,4000,0.725284699027791,2.16347289101436,0.0286111126045287,0.901890755555556
-99,"observed","gentry","10",TRUE,35,235,"2457502146849",3.0615694619931,2.51839564431252,0.858343141693074,88.275,0.5,0.925,5.26844668896529,0.187994567677682,4000,0.783490715697481,3.0615694619931,0.0205059129843644,0.927262471706655
-99,"observed","gentry","11",TRUE,24,102,"10022757",1.11432043100423,2.67070658045551,0.909650134563629,14.7286821705426,37.6344086021505,50.337584396099,4.69423585925364,0.395809304113802,3999,0.77465130071941,1.88670440088244,0.0335870755633703,0.909650134563629
-99,"observed","gentry","12",TRUE,41,179,"11299830544",2.27196132861578,2.88714182794689,0.911894135638713,44.075,9.125,16.2,5.40463291818817,0.193876595611872,4000,0.86949993014345,2.51663748872927,0.0223706159080588,0.930427592771761
-99,"observed","gentry","13",TRUE,34,195,"86416922937",3.43896417637799,2.50990937006249,0.85491124260355,92.9,0.85,1.35,5.77721186442449,0.265246548323471,4000,0.792969462729933,3.43896417637799,0.0229726858557139,0.924229217619987
-99,"observed","gentry","14",TRUE,26,191,"73359984797",1.68686503041639,2.59769092624581,0.896357007757463,48.125,13.875,21.625,4.69550497515422,0.240508757983608,4000,0.712250465301962,1.79822234846038,0.0247552586633133,0.910976220498342
-99,"observed","gentry","15",TRUE,26,214,"458326567432",1.83274953234208,2.59733644136132,0.892348676740327,59,13.525,17.25,4.30581182389133,0.203904271115381,4000,0.726501446011954,1.83274953234208,0.0251781126503135,0.91180717748275
-99,"observed","gentry","16",TRUE,26,124,"116612032",2.24178774368618,2.736979899843,0.90738813735692,68.125,39.8,40.675,5.21063072312992,0.362513007284079,4000,0.76366920501471,2.24178774368618,0.0291142998788383,0.907620154786681
-99,"observed","gentry","17",TRUE,30,129,"147104376",3.08159536184564,2.49382924819561,0.853674658974821,87.25,2.525,3.45,5.55318314188961,0.350459707950243,4000,0.81306012655754,3.08159536184564,0.02766066783696,0.915336187729103
-99,"observed","gentry","18",TRUE,33,152,"1416156608",4.16039326234277,2.58012747925039,0.847299168975069,98,2.8,1.5,4.95575442133938,0.210786011080332,4000,0.808687990937721,4.16039326234277,0.0248136308566359,0.921058128462604
-99,"observed","gentry","19",TRUE,36,135,"160186970",3.17659137996654,2.82436640678298,0.898875171467764,80.775,11.325,13.325,5.53488714722841,0.293552812071331,4000,0.869445167546443,3.17659137996654,0.0255765969411569,0.924144032921811
-99,"observed","gentry","20",TRUE,36,184,"27583044603",4.91213452436229,2.4691301865058,0.802634688090737,99.675,0.35,0.15,5.16506492103931,0.202681947069943,4000,0.820787072083876,4.91213452436229,0.0234410200614866,0.925812293241966
