"","focal_sim","mean_po_comparison","n_po_comparisons"
"221",221,0.0656216216216216,500
"222",222,0.107525525525526,500
"223",223,0.0872432432432432,500
"224",224,0.0823183183183183,500
"225",225,0.0862642642642643,500
"226",226,0.0665585585585586,500
"227",227,0.0858798798798799,500
"228",228,0.0632192192192192,500
"229",229,0.0911291291291291,500
"230",230,0.0955555555555556,500
"231",231,0.0724204204204204,500
"232",232,0.0583063063063063,500
"233",233,0.0846546546546547,500
"234",234,0.0871471471471471,500
"235",235,0.0684984984984985,500
"236",236,0.111225225225225,500
"237",237,0.0692252252252252,500
"238",238,0.0747867867867868,500
"239",239,0.0662582582582583,500
"240",240,0.0762762762762763,500
"241",241,0.0683423423423423,500
"242",242,0.0893693693693694,500
"243",243,0.0664624624624625,500
"244",244,0.122072072072072,500
"245",245,0.0767147147147147,500
"246",246,0.0805045045045045,500
"247",247,0.065033033033033,500
"248",248,0.0855195195195195,500
"249",249,0.0624084084084084,500
"250",250,0.076048048048048,500
"251",251,0.081027027027027,500
"252",252,0.0681861861861862,500
"253",253,0.113075075075075,500
"254",254,0.0763903903903904,500
"255",255,0.128354354354354,500
"256",256,0.0812252252252252,500
"257",257,0.0784684684684685,500
"258",258,0.079957957957958,500
"259",259,0.0838918918918919,500
"260",260,0.0608588588588589,500
"261",261,0.0915075075075075,500
"262",262,0.0707267267267267,500
"263",263,0.0741921921921922,500
"264",264,0.0682942942942943,500
"265",265,0.0962882882882883,500
"266",266,0.133003003003003,500
"267",267,0.102378378378378,500
"268",268,0.081009009009009,500
"269",269,0.116468468468468,500
"270",270,0.0818678678678679,500
"271",271,0.0826726726726727,500
"272",272,0.0711171171171171,500
"273",273,0.0918318318318318,500
"274",274,0.0685465465465465,500
"275",275,0.0711171171171171,500
"276",276,0.0716216216216216,500
"277",277,0.0638258258258258,500
"278",278,0.0783303303303303,500
"279",279,0.113495495495495,500
"280",280,0.0948288288288288,500
"281",281,0.0832432432432432,500
"282",282,0.0835675675675676,500
"283",283,0.118612612612613,500
"284",284,0.0782942942942943,500
"285",285,0.0708528528528529,500
"286",286,0.109225225225225,500
"287",287,0.0701081081081081,500
"288",288,0.0695015015015015,500
"289",289,0.0795255255255255,500
"290",290,0.0756516516516516,500
"291",291,0.110888888888889,500
"292",292,0.0886066066066066,500
"293",293,0.0984564564564565,500
"294",294,0.0700660660660661,500
"295",295,0.0677297297297297,500
"296",296,0.0805345345345345,500
"297",297,0.0738258258258258,500
"298",298,0.0627867867867868,500
"299",299,0.095987987987988,500
"300",300,0.0696396396396396,500
"301",301,0.0735675675675676,500
"302",302,0.0704504504504505,500
"303",303,0.0710690690690691,500
"304",304,0.0911951951951952,500
"305",305,0.0723843843843844,500
"306",306,0.0595015015015015,500
"307",307,0.091027027027027,500
"308",308,0.0876396396396396,500
"309",309,0.0733813813813814,500
"310",310,0.0745645645645646,500
"311",311,0.067975975975976,500
"312",312,0.081039039039039,500
"313",313,0.113447447447447,500
"314",314,0.0731471471471472,500
"315",315,0.0739399399399399,500
"316",316,0.0681021021021021,500
"317",317,0.0907687687687688,500
"318",318,0.0683063063063063,500
"319",319,0.130354354354354,500
"320",320,0.074990990990991,500
"321",321,0.136042042042042,500
"322",322,0.0662762762762763,500
"323",323,0.107003003003003,500
"324",324,0.0821321321321321,500
"325",325,0.0804804804804805,500
"326",326,0.0862882882882883,500
"327",327,0.065027027027027,500
"328",328,0.121621621621622,500
"329",329,0.0673933933933934,500
"330",330,0.0627867867867868,500
"331",331,0.080042042042042,500
"332",332,0.0666366366366366,500
"333",333,0.0748288288288288,500
"334",334,0.109837837837838,500
"335",335,0.0832792792792793,500
"336",336,0.067957957957958,500
"337",337,0.101837837837838,500
"338",338,0.0816876876876877,500
"339",339,0.0818138138138138,500
"340",340,0.063957957957958,500
"341",341,0.0842402402402402,500
"342",342,0.0838378378378378,500
"343",343,0.0687327327327327,500
"344",344,0.0643183183183183,500
"345",345,0.0832792792792793,500
"346",346,0.0895195195195195,500
"347",347,0.118996996996997,500
"348",348,0.0664084084084084,500
"349",349,0.0858378378378378,500
"350",350,0.0716756756756757,500
"351",351,0.0738558558558559,500
"352",352,0.0806006006006006,500
"353",353,0.0748768768768769,500
"354",354,0.0735135135135135,500
"355",355,0.0703543543543544,500
"356",356,0.0767867867867868,500
"357",357,0.08996996996997,500
"358",358,0.0741141141141141,500
"359",359,0.0845345345345345,500
"360",360,0.0621921921921922,500
"361",361,0.106594594594595,500
"362",362,0.0772132132132132,500
"363",363,0.0942222222222222,500
"364",364,0.0763183183183183,500
"365",365,0.077975975975976,500
"366",366,0.0762282282282282,500
"367",367,0.0837477477477477,500
"368",368,0.0768168168168168,500
"369",369,0.0926006006006006,500
"370",370,0.0724384384384384,500
"371",371,0.0630630630630631,500
"372",372,0.0792852852852853,500
"373",373,0.0898198198198198,500
"374",374,0.069975975975976,500
"375",375,0.0701201201201201,500
"376",376,0.0842762762762763,500
"377",377,0.110588588588589,500
"378",378,0.0786966966966967,500
"379",379,0.101327327327327,500
"380",380,0.0934234234234234,500
"381",381,0.0816276276276276,500
"382",382,0.0681741741741742,500
"383",383,0.0834234234234234,500
"384",384,0.0697837837837838,500
"385",385,0.068984984984985,500
"386",386,0.0785645645645646,500
"387",387,0.0789009009009009,500
"388",388,0.0715915915915916,500
"389",389,0.0843603603603604,500
"390",390,0.0867627627627628,500
"391",391,0.092024024024024,500
"392",392,0.0755855855855856,500
"393",393,0.0818078078078078,500
"394",394,0.0748468468468469,500
"395",395,0.0899039039039039,500
"396",396,0.0836336336336336,500
"397",397,0.070960960960961,500
"398",398,0.0645645645645646,500
"399",399,0.12815015015015,500
"400",400,0.072048048048048,500
"401",401,0.0908828828828829,500
"402",402,0.0794894894894895,500
"403",403,0.0863483483483483,500
"404",404,0.0973933933933934,500
"405",405,0.0697957957957958,500
"406",406,0.0661441441441441,500
"407",407,0.079027027027027,500
"408",408,0.0756636636636637,500
"409",409,0.0677477477477477,500
"410",410,0.145831831831832,500
"411",411,0.0717717717717718,500
"412",412,0.0690450450450451,500
"413",413,0.0671231231231231,500
"414",414,0.073051051051051,500
"415",415,0.0691471471471471,500
"416",416,0.0670930930930931,500
"417",417,0.0732012012012012,500
"418",418,0.0671351351351351,500
"419",419,0.0665585585585586,500
"420",420,0.0817297297297297,500
"421",421,0.083039039039039,500
"422",422,0.0962522522522523,500
"423",423,0.067021021021021,500
"424",424,0.0724804804804805,500
"425",425,0.063945945945946,500
"426",426,0.091957957957958,500
"427",427,0.0788408408408408,500
"428",428,0.0680480480480481,500
"429",429,0.0717417417417417,500
"430",430,0.0758018018018018,500
"431",431,0.0813033033033033,500
"432",432,0.0862042042042042,500
"433",433,0.0631171171171171,500
"434",434,0.0662342342342342,500
"435",435,0.0772072072072072,500
"436",436,0.0939399399399399,500
"437",437,0.0784144144144144,500
"438",438,0.0905165165165165,500
"439",439,0.0777777777777778,500
"440",440,0.0824864864864865,500
"441",441,0.0993513513513514,500
"442",442,0.090960960960961,500
"443",443,0.0776876876876877,500
"444",444,0.0792372372372372,500
"445",445,0.0661921921921922,500
"446",446,0.0722462462462462,500
"447",447,0.101459459459459,500
"448",448,0.109531531531532,500
"449",449,0.0793033033033033,500
"450",450,0.0676396396396396,500
"451",451,0.0694414414414414,500
"452",452,0.0772612612612613,500
"453",453,0.0864144144144144,500
"454",454,0.071963963963964,500
"455",455,0.0611051051051051,500
"456",456,0.0862042042042042,500
"457",457,0.0865345345345345,500
"458",458,0.109459459459459,500
"459",459,0.076048048048048,500
"460",460,0.0668948948948949,500
"461",461,0.068012012012012,500
"462",462,0.0658138138138138,500
"463",463,0.0678978978978979,500
"464",464,0.103411411411411,500
"465",465,0.0711291291291291,500
"466",466,0.0710810810810811,500
"467",467,0.0997657657657658,500
"468",468,0.0613633633633634,500
"469",469,0.0719219219219219,500
"470",470,0.0792732732732733,500
"471",471,0.0752672672672673,500
"472",472,0.142522522522523,500
"473",473,0.0761201201201201,500
"474",474,0.114522522522523,500
"475",475,0.0647747747747748,500
"476",476,0.10963963963964,500
"477",477,0.0814234234234234,500
"478",478,0.0742222222222222,500
"479",479,0.0924684684684685,500
"480",480,0.107621621621622,500
"481",481,0.063039039039039,500
"482",482,0.0699399399399399,500
"483",483,0.0768828828828829,500
"484",484,0.0888588588588589,500
"485",485,0.143573573573574,500
"486",486,0.106174174174174,500
"487",487,0.079951951951952,500
"488",488,0.0765945945945946,500
"489",489,0.0652732732732733,500
"490",490,0.0664744744744745,500
"491",491,0.0778438438438438,500
"492",492,0.075975975975976,500
"493",493,0.136432432432432,500
"494",494,0.118252252252252,500
"495",495,0.115861861861862,500
"496",496,0.0877657657657658,500
"497",497,0.105867867867868,500
"498",498,0.0795375375375375,500
"499",499,0.0682342342342342,500
"500",500,0.0786906906906907,500
"501",501,0.0693513513513514,500
"502",502,0.0804324324324324,500
"503",503,0.0648288288288288,500
"504",504,0.102198198198198,500
"505",505,0.0797537537537538,500
"506",506,0.0705645645645646,500
"507",507,0.0948348348348348,500
"508",508,0.0946366366366366,500
"509",509,0.0669129129129129,500
"510",510,0.11433033033033,500
"511",511,0.0819459459459459,500
"512",512,0.0675795795795796,500
"513",513,0.0641861861861862,500
"514",514,0.100870870870871,500
"515",515,0.0676696696696697,500
"516",516,0.0892252252252252,500
"517",517,0.0739099099099099,500
"518",518,0.119489489489489,500
"519",519,0.105555555555556,500
"520",520,0.0987327327327327,500
"521",521,0.110186186186186,500
"522",522,0.0746666666666667,500
"523",523,0.0652192192192192,500
"524",524,0.0892852852852853,500
"525",525,0.0695975975975976,500
"526",526,0.0641081081081081,500
"527",527,0.0765945945945946,500
"528",528,0.127087087087087,500
"529",529,0.0768768768768769,500
"530",530,0.0798078078078078,500
"531",531,0.0813453453453453,500
"532",532,0.0817837837837838,500
"533",533,0.0797297297297297,500
"534",534,0.0673753753753754,500
"535",535,0.06603003003003,500
"536",536,0.0619219219219219,500
"537",537,0.0748708708708709,500
"538",538,0.0825945945945946,500
"539",539,0.0712192192192192,500
"540",540,0.068996996996997,500
"541",541,0.0821741741741742,500
"542",542,0.0977177177177177,500
"543",543,0.0623183183183183,500
"544",544,0.076972972972973,500
"545",545,0.0761741741741742,500
"546",546,0.0863243243243243,500
"547",547,0.0741081081081081,500
"548",548,0.0988348348348348,500
"549",549,0.0721441441441441,500
"550",550,0.0730690690690691,500
"551",551,0.0902942942942943,500
"552",552,0.0671351351351351,500
"553",553,0.118186186186186,500
"554",554,0.0713873873873874,500
"555",555,0.0632252252252252,500
"556",556,0.0697717717717718,500
"557",557,0.0655495495495495,500
"558",558,0.0691831831831832,500
"559",559,0.0869489489489489,500
"560",560,0.0913333333333333,500
"561",561,0.0687507507507508,500
"562",562,0.0764984984984985,500
"563",563,0.0713993993993994,500
"564",564,0.0745585585585586,500
"565",565,0.0808948948948949,500
"566",566,0.0631591591591592,500
"567",567,0.0922162162162162,500
"568",568,0.128540540540541,500
"569",569,0.0835195195195195,500
"570",570,0.0651531531531531,500
"571",571,0.0815615615615616,500
"572",572,0.0655735735735736,500
"573",573,0.0636096096096096,500
"574",574,0.0646486486486487,500
"575",575,0.109477477477477,500
"576",576,0.0742582582582583,500
"577",577,0.0793873873873874,500
"578",578,0.0812912912912913,500
"579",579,0.062990990990991,500
"580",580,0.0755735735735736,500
"581",581,0.0801081081081081,500
"582",582,0.0859039039039039,500
"583",583,0.0766546546546547,500
"584",584,0.126720720720721,500
"585",585,0.091051051051051,500
"586",586,0.0805765765765766,500
"587",587,0.077051051051051,500
"588",588,0.114948948948949,500
"589",589,0.0756696696696697,500
"590",590,0.0716876876876877,500
"591",591,0.0654354354354354,500
"592",592,0.0782642642642643,500
"593",593,0.0683543543543544,500
"594",594,0.0678018018018018,500
"595",595,0.0866246246246246,500
"596",596,0.0733213213213213,500
"597",597,0.0788468468468468,500
"598",598,0.0706126126126126,500
"599",599,0.0711531531531532,500
"600",600,0.111261261261261,500
"601",601,0.0752012012012012,500
"602",602,0.108396396396396,500
"603",603,0.0845165165165165,500
"604",604,0.0728888888888889,500
"605",605,0.0683663663663664,500
"606",606,0.0783783783783784,500
"607",607,0.081039039039039,500
"608",608,0.0892792792792793,500
"609",609,0.10996996996997,500
"610",610,0.0735375375375375,500
"611",611,0.0741321321321321,500
"612",612,0.0969369369369369,500
"613",613,0.0753273273273273,500
"614",614,0.0751171171171171,500
"615",615,0.0674054054054054,500
"616",616,0.0832312312312312,500
"617",617,0.0723003003003003,500
"618",618,0.0948468468468468,500
"619",619,0.135117117117117,500
"620",620,0.0711411411411411,500
"621",621,0.0961141141141141,500
"622",622,0.0662522522522523,500
"623",623,0.0821021021021021,500
"624",624,0.104492492492492,500
"625",625,0.0720720720720721,500
"626",626,0.0673093093093093,500
"627",627,0.114924924924925,500
"628",628,0.0653393393393393,500
"629",629,0.0740720720720721,500
"630",630,0.0820960960960961,500
"631",631,0.0888228228228228,500
"632",632,0.0764984984984985,500
"633",633,0.0823183183183183,500
"634",634,0.068960960960961,500
"635",635,0.0774774774774775,500
"636",636,0.112474474474474,500
"637",637,0.11821021021021,500
"638",638,0.0929309309309309,500
"639",639,0.0637657657657658,500
"640",640,0.117903903903904,500
"641",641,0.0715435435435435,500
"642",642,0.085021021021021,500
"643",643,0.0774414414414414,500
"644",644,0.0676936936936937,500
"645",645,0.0661561561561562,500
"646",646,0.0696216216216216,500
"647",647,0.0758318318318318,500
"648",648,0.107783783783784,500
"649",649,0.0801021021021021,500
"650",650,0.065975975975976,500
"651",651,0.0677117117117117,500
"652",652,0.0868048048048048,500
"653",653,0.080954954954955,500
"654",654,0.0721261261261261,500
"655",655,0.0753393393393393,500
"656",656,0.0875675675675676,500
"657",657,0.102996996996997,500
"658",658,0.0878678678678679,500
"659",659,0.0647207207207207,500
"660",660,0.0713873873873874,500
"661",661,0.0928228228228228,500
"662",662,0.0785705705705706,500
"663",663,0.0806366366366366,500
"664",664,0.10590990990991,500
"665",665,0.0639339339339339,500
"666",666,0.0797717717717718,500
"667",667,0.0747207207207207,500
"668",668,0.0832132132132132,500
"669",669,0.0608168168168168,500
"670",670,0.0627027027027027,500
"671",671,0.0635975975975976,500
"672",672,0.0703963963963964,500
"673",673,0.085033033033033,500
"674",674,0.0803663663663664,500
"675",675,0.070990990990991,500
"676",676,0.0707867867867868,500
"677",677,0.0798618618618619,500
"678",678,0.0830630630630631,500
"679",679,0.0701261261261261,500
"680",680,0.0784804804804805,500
"681",681,0.066012012012012,500
"682",682,0.0776396396396396,500
"683",683,0.076036036036036,500
"684",684,0.0919279279279279,500
"685",685,0.0638558558558559,500
"686",686,0.0920960960960961,500
"687",687,0.0994294294294294,500
"688",688,0.071045045045045,500
"689",689,0.0831411411411411,500
"690",690,0.0828768768768769,500
"691",691,0.067021021021021,500
"692",692,0.0681621621621622,500
"693",693,0.0714894894894895,500
"694",694,0.103201201201201,500
"695",695,0.0948168168168168,500
"696",696,0.0723603603603604,500
"697",697,0.0692852852852853,500
"698",698,0.0720960960960961,500
"699",699,0.0937837837837838,500
"700",700,0.0719039039039039,500
"701",701,0.070024024024024,500
"702",702,0.108828828828829,500
"703",703,0.0624684684684685,500
"704",704,0.08003003003003,500
"705",705,0.0885165165165165,500
"706",706,0.0681081081081081,500
"707",707,0.0754534534534535,500
"708",708,0.0858498498498498,500
"709",709,0.0733933933933934,500
"710",710,0.071027027027027,500
"711",711,0.0983783783783784,500
"712",712,0.0691531531531532,500
"713",713,0.0766006006006006,500
"714",714,0.0729009009009009,500
"715",715,0.0878798798798799,500
"716",716,0.118900900900901,500
"717",717,0.068,500
"718",718,0.0716816816816817,500
"719",719,0.115393393393393,500
"720",720,0.0783903903903904,500
"721",721,0.0795675675675676,500
"722",722,0.0767327327327327,500
"723",723,0.120132132132132,500
"724",724,0.0798618618618619,500
"725",725,0.0807147147147147,500
"726",726,0.0665825825825826,500
"727",727,0.0655855855855856,500
"728",728,0.0779039039039039,500
"729",729,0.0658978978978979,500
"730",730,0.0835675675675676,500
"731",731,0.076984984984985,500
"732",732,0.0652252252252252,500
"733",733,0.0776876876876877,500
"734",734,0.0838198198198198,500
"735",735,0.100408408408408,500
"736",736,0.0752852852852853,500
"737",737,0.067987987987988,500
"738",738,0.126066066066066,500
"739",739,0.116246246246246,500
"740",740,0.0803123123123123,500
"741",741,0.102048048048048,500
"742",742,0.0798738738738739,500
"743",743,0.0909489489489489,500
"744",744,0.0708528528528529,500
"745",745,0.107345345345345,500
"746",746,0.0715675675675676,500
"747",747,0.0794834834834835,500
"748",748,0.0806486486486487,500
"749",749,0.114954954954955,500
"750",750,0.0822222222222222,500
"751",751,0.0804324324324324,500
"752",752,0.0715495495495495,500
"753",753,0.0801261261261261,500
"754",754,0.0705765765765766,500
"755",755,0.0862222222222222,500
"756",756,0.0900780780780781,500
"757",757,0.115459459459459,500
"758",758,0.0851591591591592,500
"759",759,0.0801321321321321,500
"760",760,0.0694834834834835,500
"761",761,0.0835075075075075,500
"762",762,0.0859519519519519,500
"763",763,0.0880780780780781,500
"764",764,0.0756876876876877,500
"765",765,0.0651711711711712,500
"766",766,0.115657657657658,500
"767",767,0.0902282282282282,500
"768",768,0.113993993993994,500
"769",769,0.071963963963964,500
"770",770,0.124600600600601,500
"771",771,0.108678678678679,500
"772",772,0.0674774774774775,500
"773",773,0.0915315315315315,500
"774",774,0.0827327327327327,500
"775",775,0.067027027027027,500
"776",776,0.0747207207207207,500
"777",777,0.0738678678678679,500
"778",778,0.0757237237237237,500
"779",779,0.0621201201201201,500
"780",780,0.0754054054054054,500
"781",781,0.0738918918918919,500
"782",782,0.0669009009009009,500
"783",783,0.0716336336336336,500
"784",784,0.0688828828828829,500
"785",785,0.0831231231231231,500
"786",786,0.0642342342342342,500
"787",787,0.0787327327327327,500
"788",788,0.0674594594594595,500
"789",789,0.0762762762762763,500
"790",790,0.0930870870870871,500
"791",791,0.0723423423423423,500
"792",792,0.0729369369369369,500
"793",793,0.0815555555555556,500
"794",794,0.0815975975975976,500
"795",795,0.0697297297297297,500
"796",796,0.0696396396396396,500
"797",797,0.0852492492492492,500
"798",798,0.0695855855855856,500
"799",799,0.0898378378378378,500
"800",800,0.0607147147147147,500
"801",801,0.0681681681681682,500
"802",802,0.0744324324324324,500
"803",803,0.0668888888888889,500
"804",804,0.0773453453453453,500
"805",805,0.0895675675675676,500
"806",806,0.108966966966967,500
"807",807,0.0702762762762763,500
"808",808,0.0654534534534535,500
"809",809,0.109753753753754,500
"810",810,0.0734654654654655,500
"811",811,0.0715975975975976,500
"812",812,0.0671531531531532,500
"813",813,0.0747807807807808,500
"814",814,0.0664024024024024,500
"815",815,0.0764804804804805,500
"816",816,0.0623663663663664,500
"817",817,0.0768828828828829,500
"818",818,0.108342342342342,500
"819",819,0.0606426426426426,500
"820",820,0.119561561561562,500
"821",821,0.074054054054054,500
"822",822,0.0673273273273273,500
"823",823,0.0715195195195195,500
"824",824,0.111921921921922,500
"825",825,0.10606006006006,500
"826",826,0.083987987987988,500
"827",827,0.0697417417417417,500
"828",828,0.0751591591591592,500
"829",829,0.105339339339339,500
"830",830,0.0727747747747748,500
"831",831,0.0648228228228228,500
"832",832,0.0966306306306306,500
"833",833,0.0811711711711712,500
"834",834,0.0992132132132132,500
"835",835,0.0787327327327327,500
"836",836,0.134918918918919,500
"837",837,0.0714294294294294,500
"838",838,0.0616876876876877,500
"839",839,0.0655495495495495,500
"840",840,0.103291291291291,500
"841",841,0.0828888888888889,500
"842",842,0.0704624624624625,500
"843",843,0.0627147147147147,500
"844",844,0.106612612612613,500
"845",845,0.0762942942942943,500
"846",846,0.066990990990991,500
"847",847,0.10612012012012,500
"848",848,0.0927987987987988,500
"849",849,0.0718798798798799,500
"850",850,0.105531531531532,500
"851",851,0.103867867867868,500
"852",852,0.090990990990991,500
"853",853,0.0728228228228228,500
"854",854,0.0747867867867868,500
"855",855,0.0753873873873874,500
"856",856,0.0711171171171171,500
"857",857,0.0741021021021021,500
"858",858,0.0870990990990991,500
"859",859,0.10212012012012,500
"860",860,0.0816336336336336,500
"861",861,0.103423423423423,500
"862",862,0.0843963963963964,500
"863",863,0.0585345345345345,500
"864",864,0.076948948948949,500
"865",865,0.0708708708708709,500
"866",866,0.0722042042042042,500
"867",867,0.0803783783783784,500
"868",868,0.065021021021021,500
"869",869,0.0692432432432432,500
"870",870,0.0666006006006006,500
"871",871,0.0698738738738739,500
"872",872,0.0652852852852853,500
"873",873,0.0698438438438438,500
"874",874,0.105075075075075,500
"875",875,0.0652192192192192,500
"876",876,0.0723543543543543,500
"877",877,0.0758258258258258,500
"878",878,0.0934474474474474,500
"879",879,0.0705765765765766,500
"880",880,0.0724264264264264,500
"881",881,0.0716936936936937,500
"882",882,0.0706966966966967,500
"883",883,0.0920660660660661,500
"884",884,0.0664984984984985,500
